latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,confidence,version,bright_ti5,frp,daynight
45.59562,-118.23074,344.39,0.47,0.39,2026-08-29,0939,N20,nominal,2.0NRT,289.19,11.01,N
45.59494,-118.225,340.22,0.47,0.39,2026-08-29,0939,N20,nominal,2.0NRT,288.14,4.59,N
45.59425,-118.21914,306.91,0.47,0.39,2026-08-29,0939,N20,nominal,2.0NRT,281.81,4.59,N
41.41975,-99.12055,350.8,0.55,0.68,2026-08-29,0939,N20,nominal,2.0NRT,289.52,9.23,N
45.64512,-120.21439,301.28,0.56,0.43,2026-08-29,0939,N20,nominal,2.0NRT,286.73,1.45,N
44.86908,-118.21854,297.26,0.46,0.39,2026-08-29,0941,N20,nominal,2.0NRT,280.97,1.09,N
44.85777,-118.21596,298.92,0.46,0.39,2026-08-29,0941,N20,nominal,2.0NRT,282.81,0.96,N
44.85713,-118.21055,312.24,0.46,0.39,2026-08-29,0941,N20,nominal,2.0NRT,282.52,1.73,N
44.85642,-118.20448,299.4,0.46,0.39,2026-08-29,0941,N20,nominal,2.0NRT,281.79,1.73,N
44.85756,-118.2454,301.91,0.46,0.39,2026-08-29,0941,N20,nominal,2.0NRT,280.45,0.51,N
44.85421,-118.21682,303.57,0.46,0.39,2026-08-29,0941,N20,nominal,2.0NRT,282.86,0.96,N
44.85619,-118.21626,306.18,0.46,0.39,2026-08-29,0941,N20,nominal,2.0NRT,283.3,1.96,N
44.85554,-118.21085,309.7,0.46,0.39,2026-08-29,0941,N20,nominal,2.0NRT,282.8,1.96,N
44.85482,-118.20495,307,0.46,0.39,2026-08-29,0941,N20,nominal,2.0NRT,283.2,1.3,N
44.86306,-118.30333,308.66,0.46,0.39,2026-08-29,0941,N20,nominal,2.0NRT,280.82,1.58,N
44.85609,-118.24568,303.54,0.46,0.39,2026-08-29,0941,N20,nominal,2.0NRT,280.93,0.8,N
44.85198,-118.21175,298.24,0.46,0.39,2026-08-29,0941,N20,nominal,2.0NRT,282.42,1.08,N
44.83997,-118.20339,323.47,0.46,0.39,2026-08-29,0941,N20,nominal,2.0NRT,283.69,4.15,N
44.83921,-118.19715,309.74,0.46,0.39,2026-08-29,0941,N20,nominal,2.0NRT,284.42,2.42,N
44.83707,-118.2097,323.84,0.46,0.39,2026-08-29,0941,N20,nominal,2.0NRT,285.48,2.66,N
44.83643,-118.20438,325.63,0.46,0.39,2026-08-29,0941,N20,nominal,2.0NRT,285.04,2.66,N
44.83354,-118.21081,318.12,0.46,0.39,2026-08-29,0941,N20,nominal,2.0NRT,285.15,2.66,N
44.83274,-118.23462,299.24,0.46,0.39,2026-08-29,0941,N20,nominal,2.0NRT,282.83,2.13,N
44.8307,-118.21767,300.44,0.46,0.39,2026-08-29,0941,N20,nominal,2.0NRT,283.74,1.23,N
44.83002,-118.21204,297,0.46,0.39,2026-08-29,0941,N20,nominal,2.0NRT,283.21,0.69,N
44.8292,-118.23564,324.48,0.46,0.39,2026-08-29,0941,N20,nominal,2.0NRT,287.31,2.13,N
44.83061,-118.24735,299.44,0.46,0.39,2026-08-29,0941,N20,nominal,2.0NRT,282.31,0.86,N
44.82991,-118.24155,297.06,0.46,0.39,2026-08-29,0941,N20,nominal,2.0NRT,284.03,0.86,N
44.83506,-118.31512,295.44,0.46,0.39,2026-08-29,0941,N20,nominal,2.0NRT,281.66,0.58,N
44.82703,-118.24812,300.29,0.46,0.39,2026-08-29,0941,N20,nominal,2.0NRT,283.08,1.12,N
44.82954,-118.29971,305.96,0.46,0.39,2026-08-29,0941,N20,nominal,2.0NRT,283.66,1.61,N
44.82889,-118.29424,314.2,0.46,0.39,2026-08-29,0941,N20,nominal,2.0NRT,285.47,2.39,N
44.82754,-118.28295,310.17,0.46,0.39,2026-08-29,0941,N20,nominal,2.0NRT,285.66,1.62,N
44.82278,-118.24328,307.42,0.46,0.39,2026-08-29,0941,N20,nominal,2.0NRT,284.34,1.12,N
44.82399,-118.28403,332.5,0.46,0.39,2026-08-29,0941,N20,nominal,2.0NRT,290.41,2.93,N
44.8233,-118.27826,320.28,0.46,0.39,2026-08-29,0941,N20,nominal,2.0NRT,285.76,2.93,N
44.82533,-118.2952,316.1,0.46,0.39,2026-08-29,0941,N20,nominal,2.0NRT,287.88,3.3,N
44.82467,-118.28968,312.96,0.46,0.39,2026-08-29,0941,N20,nominal,2.0NRT,288.89,3.3,N
44.81921,-118.24406,295.58,0.46,0.39,2026-08-29,0941,N20,nominal,2.0NRT,282.81,0.98,N
44.82111,-118.29065,346.22,0.46,0.39,2026-08-29,0941,N20,nominal,2.0NRT,289.1,3.3,N
44.81701,-118.25629,332.12,0.46,0.39,2026-08-29,0941,N20,nominal,2.0NRT,286.56,3.99,N
44.82177,-118.29619,297.71,0.46,0.39,2026-08-29,0941,N20,nominal,2.0NRT,281.76,3.3,N
44.82045,-118.28508,303.5,0.46,0.39,2026-08-29,0941,N20,nominal,2.0NRT,284.45,2.93,N
44.81907,-118.27355,295.62,0.46,0.39,2026-08-29,0941,N20,nominal,2.0NRT,284,0.71,N
44.81631,-118.25056,298.25,0.46,0.39,2026-08-29,0941,N20,nominal,2.0NRT,283.8,0.98,N
44.81554,-118.27485,304.87,0.46,0.39,2026-08-29,0941,N20,nominal,2.0NRT,285.09,3.69,N
44.81486,-118.26907,295.35,0.46,0.39,2026-08-29,0941,N20,nominal,2.0NRT,284.71,3.69,N
44.81419,-118.26344,299.05,0.46,0.39,2026-08-29,0941,N20,nominal,2.0NRT,285.29,2.77,N
44.81349,-118.25764,301.04,0.46,0.39,2026-08-29,0941,N20,nominal,2.0NRT,284.2,2.77,N
44.81279,-118.25173,314.49,0.46,0.39,2026-08-29,0941,N20,nominal,2.0NRT,285.94,2.34,N
44.81134,-118.27036,337.81,0.46,0.39,2026-08-29,0941,N20,nominal,2.0NRT,289.28,3.69,N
44.81066,-118.2647,337.05,0.46,0.39,2026-08-29,0941,N20,nominal,2.0NRT,290.55,2.77,N
44.80997,-118.2589,307.26,0.46,0.39,2026-08-29,0941,N20,nominal,2.0NRT,284.92,2.77,N
44.54096,-117.42033,302.64,0.43,0.38,2026-08-29,0941,N20,nominal,2.0NRT,287.23,1.03,N
44.54352,-117.42097,300.76,0.43,0.38,2026-08-29,0941,N20,nominal,2.0NRT,287.18,1.14,N
43.84444,-115.58782,338.38,0.39,0.36,2026-08-29,0941,N20,nominal,2.0NRT,288.46,5.67,N
43.84118,-115.58887,328.06,0.39,0.36,2026-08-29,0941,N20,nominal,2.0NRT,287.06,2.57,N
43.84048,-115.58415,304.63,0.39,0.36,2026-08-29,0941,N20,nominal,2.0NRT,284.44,1.76,N
43.83791,-115.58991,324.11,0.39,0.36,2026-08-29,0941,N20,nominal,2.0NRT,285.73,2.57,N
43.83392,-115.58613,320.31,0.39,0.36,2026-08-29,0941,N20,nominal,2.0NRT,285.02,1.54,N
43.83134,-115.59181,299.61,0.39,0.36,2026-08-29,0941,N20,nominal,2.0NRT,284.06,1.03,N
43.83063,-115.58706,307.22,0.39,0.36,2026-08-29,0941,N20,nominal,2.0NRT,285.34,1.54,N
43.82804,-115.59277,341.59,0.39,0.36,2026-08-29,0941,N20,nominal,2.0NRT,287.63,2.09,N
43.82735,-115.58801,330.12,0.39,0.36,2026-08-29,0941,N20,nominal,2.0NRT,289.27,4.72,N
43.82406,-115.58896,347.76,0.39,0.36,2026-08-29,0941,N20,nominal,2.0NRT,290.97,4.72,N
43.82547,-115.59855,297.4,0.39,0.36,2026-08-29,0941,N20,nominal,2.0NRT,283.58,2.09,N
43.82476,-115.59375,309.33,0.39,0.36,2026-08-29,0941,N20,nominal,2.0NRT,285.6,2.09,N
43.82335,-115.58411,308.57,0.39,0.36,2026-08-29,0941,N20,nominal,2.0NRT,286.96,4.72,N
43.82263,-115.57922,302.48,0.39,0.36,2026-08-29,0941,N20,nominal,2.0NRT,285.71,0.96,N
43.82219,-115.59957,345.74,0.39,0.36,2026-08-29,0941,N20,nominal,2.0NRT,287.31,3.67,N
43.82148,-115.59475,340.1,0.39,0.36,2026-08-29,0941,N20,nominal,2.0NRT,289.24,3.67,N
43.82078,-115.58993,339.49,0.39,0.36,2026-08-29,0941,N20,nominal,2.0NRT,289.92,4.75,N
43.82006,-115.58505,303.51,0.39,0.36,2026-08-29,0941,N20,nominal,2.0NRT,286.92,4.75,N
43.81934,-115.58018,314.15,0.39,0.36,2026-08-29,0941,N20,nominal,2.0NRT,285.27,1.17,N
43.8182,-115.59576,331.75,0.39,0.36,2026-08-29,0941,N20,nominal,2.0NRT,290.75,3.67,N
43.8175,-115.59093,347.98,0.39,0.36,2026-08-29,0941,N20,nominal,2.0NRT,292.03,4.75,N
43.81892,-115.60059,297.8,0.39,0.36,2026-08-29,0941,N20,nominal,2.0NRT,285.33,3.67,N
43.81635,-115.60643,335.64,0.39,0.36,2026-08-29,0941,N20,nominal,2.0NRT,287.62,2.99,N
43.81564,-115.60158,299.36,0.39,0.36,2026-08-29,0941,N20,nominal,2.0NRT,286.15,0.93,N
43.81493,-115.59677,311.83,0.39,0.36,2026-08-29,0941,N20,nominal,2.0NRT,287.71,0.93,N
43.81422,-115.59193,304.12,0.39,0.36,2026-08-29,0941,N20,nominal,2.0NRT,286.8,1.84,N
43.81306,-115.60744,324.92,0.39,0.36,2026-08-29,0941,N20,nominal,2.0NRT,287.45,2.99,N
43.81236,-115.60259,299.89,0.39,0.36,2026-08-29,0941,N20,nominal,2.0NRT,287.13,0.93,N
43.81165,-115.59779,303.14,0.39,0.36,2026-08-29,0941,N20,nominal,2.0NRT,287.41,0.93,N
43.80978,-115.60845,330.28,0.39,0.36,2026-08-29,0941,N20,nominal,2.0NRT,288.17,5.37,N
43.80907,-115.60359,301.7,0.39,0.36,2026-08-29,0941,N20,nominal,2.0NRT,286.82,1.05,N
43.80836,-115.59875,305.96,0.39,0.36,2026-08-29,0941,N20,nominal,2.0NRT,286.59,1.05,N
43.8065,-115.60945,347.59,0.39,0.36,2026-08-29,0941,N20,nominal,2.0NRT,289.62,5.37,N
43.80579,-115.60458,313.01,0.39,0.36,2026-08-29,0941,N20,nominal,2.0NRT,288.25,1.05,N
43.80508,-115.59974,296.5,0.39,0.36,2026-08-29,0941,N20,nominal,2.0NRT,284.99,1.05,N
43.80251,-115.60558,367,0.39,0.36,2026-08-29,0941,N20,high,2.0NRT,295.25,7.79,N
43.80322,-115.61044,300.55,0.39,0.36,2026-08-29,0941,N20,nominal,2.0NRT,284.34,3.08,N
43.8018,-115.60075,306.8,0.39,0.36,2026-08-29,0941,N20,nominal,2.0NRT,285.93,7.79,N
43.79992,-115.61137,329.92,0.39,0.36,2026-08-29,0941,N20,nominal,2.0NRT,285.97,3.08,N
43.79922,-115.60655,351.16,0.39,0.36,2026-08-29,0941,N20,nominal,2.0NRT,293.86,7.79,N
43.79852,-115.60176,299.65,0.39,0.36,2026-08-29,0941,N20,nominal,2.0NRT,285.88,7.79,N
43.79782,-115.59699,297.66,0.39,0.36,2026-08-29,0941,N20,nominal,2.0NRT,285.68,0.84,N
43.79663,-115.61232,336.51,0.39,0.36,2026-08-29,0941,N20,nominal,2.0NRT,290.15,9.32,N
43.79593,-115.60752,334.73,0.39,0.36,2026-08-29,0941,N20,nominal,2.0NRT,288.98,10.24,N
43.79523,-115.60271,326.61,0.39,0.36,2026-08-29,0941,N20,nominal,2.0NRT,288.34,10.24,N
43.79453,-115.59795,304.59,0.39,0.36,2026-08-29,0941,N20,nominal,2.0NRT,286.29,2.63,N
43.79264,-115.60847,344.92,0.39,0.36,2026-08-29,0941,N20,nominal,2.0NRT,288.84,10.24,N
43.79194,-115.60367,350.28,0.39,0.36,2026-08-29,0941,N20,nominal,2.0NRT,301.76,10.24,N
43.78865,-115.60461,298.93,0.39,0.36,2026-08-29,0941,N20,nominal,2.0NRT,283.16,0.72,N
43.18058,-115.73186,312.28,0.39,0.36,2026-08-29,0941,N20,nominal,2.0NRT,286.33,0.97,N
43.14705,-115.66722,312.76,0.39,0.36,2026-08-29,0941,N20,nominal,2.0NRT,287.28,1.42,N
19.41547,-155.27193,344.72,0.63,0.54,2026-08-29,1130,N20,nominal,2.0NRT,309.27,11.23,N
19.4161,-155.2778,317.16,0.63,0.54,2026-08-29,1130,N20,nominal,2.0NRT,290.89,11.23,N
19.41114,-155.27847,326.5,0.63,0.54,2026-08-29,1130,N20,nominal,2.0NRT,293.12,11.23,N
48.89513,-116.59814,296.67,0.69,0.74,2026-08-29,1119,N20,nominal,2.0NRT,281.07,1.67,N
19.4105,-155.27257,344.45,0.63,0.54,2026-08-29,1130,N20,nominal,2.0NRT,310.8,11.23,N
48.89293,-116.59229,301.16,0.69,0.74,2026-08-29,1119,N20,nominal,2.0NRT,281.53,1.67,N
19.41236,-155.28987,303.78,0.63,0.54,2026-08-29,1130,N20,nominal,2.0NRT,289.14,3.98,N
48.89055,-116.60694,297.41,0.69,0.74,2026-08-29,1119,N20,nominal,2.0NRT,281.75,3.86,N
19.40986,-155.26657,306.32,0.63,0.54,2026-08-29,1130,N20,nominal,2.0NRT,294.67,4.14,N
48.88898,-116.60278,297.96,0.69,0.74,2026-08-29,1119,N20,nominal,2.0NRT,282.67,3.3,N
19.40741,-155.29071,331.05,0.63,0.54,2026-08-29,1130,N20,nominal,2.0NRT,294.95,6.78,N
48.88622,-116.61641,321,0.68,0.74,2026-08-29,1119,N20,nominal,2.0NRT,281.92,3.86,N
19.4068,-155.28505,323.9,0.63,0.54,2026-08-29,1130,N20,nominal,2.0NRT,294.18,6.78,N
48.88065,-116.62257,301.36,0.68,0.74,2026-08-29,1119,N20,nominal,2.0NRT,282.39,2.95,N
48.86886,-116.63317,312.65,0.68,0.74,2026-08-29,1119,N20,nominal,2.0NRT,280.57,4.22,N
19.40617,-155.27917,339.97,0.63,0.54,2026-08-29,1130,N20,nominal,2.0NRT,305.56,8.42,N
48.86492,-116.63179,304.6,0.69,0.74,2026-08-29,1119,N20,nominal,2.0NRT,281.14,4.5,N
19.40553,-155.27319,317.45,0.63,0.54,2026-08-29,1130,N20,nominal,2.0NRT,296.99,8.42,N
48.86318,-116.62714,299.35,0.69,0.74,2026-08-29,1119,N20,nominal,2.0NRT,281.73,3.14,N
19.40183,-155.28571,329.99,0.63,0.54,2026-08-29,1130,N20,nominal,2.0NRT,295.83,6.78,N
48.66039,-116.64101,301.72,0.7,0.75,2026-08-29,1119,N20,nominal,2.0NRT,280.23,2.38,N
19.4012,-155.27974,322.87,0.63,0.54,2026-08-29,1130,N20,nominal,2.0NRT,296.47,8.42,N
47.45448,-121.24119,303.06,0.5,0.66,2026-08-29,1119,N20,nominal,2.0NRT,277.71,1.72,N
19.40244,-155.29144,305.22,0.63,0.54,2026-08-29,1130,N20,nominal,2.0NRT,290.08,6.78,N
47.45269,-121.23579,295.89,0.5,0.66,2026-08-29,1119,N20,nominal,2.0NRT,277.94,1.72,N
19.41469,-155.2726,353.51,0.63,0.54,2026-08-29,1130,N20,nominal,2.0NRT,316.3,23.27,N
47.457,-121.2382,297.9,0.5,0.66,2026-08-29,1119,N20,nominal,2.0NRT,279.43,2.46,N
19.41536,-155.27844,305.52,0.63,0.54,2026-08-29,1130,N20,nominal,2.0NRT,288.8,5.92,N
47.45486,-121.23164,299.21,0.5,0.66,2026-08-29,1119,N20,nominal,2.0NRT,278.27,1.85,N
19.40972,-155.27322,346.13,0.63,0.54,2026-08-29,1130,N20,nominal,2.0NRT,308.17,8.18,N
45.03381,-122.05486,321.51,0.55,0.68,2026-08-29,1121,N20,nominal,2.0NRT,281.3,5.49,N
19.41171,-155.29048,302.89,0.63,0.54,2026-08-29,1130,N20,nominal,2.0NRT,288.65,8.03,N
45.03572,-122.06059,319.89,0.55,0.68,2026-08-29,1121,N20,nominal,2.0NRT,276.12,5.05,N
45.0108,-122.0067,297.54,0.56,0.68,2026-08-29,1121,N20,nominal,2.0NRT,278.12,1.81,N
19.41106,-155.28487,304.52,0.63,0.54,2026-08-29,1130,N20,nominal,2.0NRT,290.41,7.77,N
45.03537,-122.0555,326.07,0.55,0.68,2026-08-29,1121,N20,nominal,2.0NRT,282.27,5.82,N
19.4104,-155.27911,315.1,0.63,0.54,2026-08-29,1130,N20,nominal,2.0NRT,291.65,7.77,N
19.40904,-155.26723,306.61,0.62,0.54,2026-08-29,1130,N20,nominal,2.0NRT,294.92,8.18,N
19.40676,-155.29131,329.59,0.63,0.54,2026-08-29,1130,N20,nominal,2.0NRT,294.77,8.03,N
19.40611,-155.28566,326.69,0.63,0.54,2026-08-29,1130,N20,nominal,2.0NRT,295.65,7.77,N
19.40544,-155.27982,344.04,0.63,0.54,2026-08-29,1130,N20,nominal,2.0NRT,307.72,7.77,N
19.40476,-155.27385,323.3,0.63,0.54,2026-08-29,1130,N20,nominal,2.0NRT,300,8.18,N
19.40114,-155.28627,317.15,0.63,0.54,2026-08-29,1130,N20,nominal,2.0NRT,292.19,4.35,N
19.40046,-155.28033,313.72,0.63,0.54,2026-08-29,1130,N20,nominal,2.0NRT,291.94,4.35,N
17.96626,-66.04279,352.47,0.41,0.37,2026-08-29,1737,N20,low,2.0NRT,300.34,29.37,D
17.90698,-71.31007,332.53,0.51,0.49,2026-08-29,1737,N20,nominal,2.0NRT,300.36,2.01,D
18.2628,-70.50658,330.77,0.45,0.47,2026-08-29,1737,N20,low,2.0NRT,303.71,3.68,D
18.3108,-70.36642,342.29,0.44,0.46,2026-08-29,1737,N20,nominal,2.0NRT,302.73,8.09,D
18.07168,-71.60825,341.8,0.53,0.5,2026-08-29,1737,N20,nominal,2.0NRT,301.04,11.55,D
18.07085,-71.66084,346.26,0.53,0.5,2026-08-29,1737,N20,nominal,2.0NRT,301.62,10.46,D
18.06984,-71.66602,334.47,0.54,0.5,2026-08-29,1737,N20,nominal,2.0NRT,299.91,7.34,D
18.08864,-71.64272,330.59,0.53,0.5,2026-08-29,1737,N20,low,2.0NRT,300.95,3.59,D
18.34237,-70.50065,330.58,0.45,0.47,2026-08-29,1737,N20,low,2.0NRT,301.94,2.15,D
18.24703,-71.18,341.52,0.49,0.49,2026-08-29,1737,N20,nominal,2.0NRT,300.01,3.87,D
18.24623,-71.17811,339.82,0.49,0.49,2026-08-29,1737,N20,nominal,2.0NRT,300.12,4.14,D
18.17455,-71.8344,332.73,0.55,0.51,2026-08-29,1737,N20,nominal,2.0NRT,298.77,3.82,D
18.17357,-71.83938,333.72,0.55,0.51,2026-08-29,1737,N20,nominal,2.0NRT,300.31,5.62,D
18.49604,-71.54355,333.44,0.52,0.5,2026-08-29,1737,N20,nominal,2.0NRT,302.35,3.14,D
18.49268,-71.54507,336.34,0.52,0.5,2026-08-29,1737,N20,nominal,2.0NRT,303.92,2.58,D
18.6726,-70.80754,340.54,0.46,0.47,2026-08-29,1737,N20,nominal,2.0NRT,302.67,17.12,D
18.6719,-70.81122,350.64,0.46,0.47,2026-08-29,1737,N20,nominal,2.0NRT,306.34,17.12,D
18.68274,-70.8009,352.62,0.46,0.47,2026-08-29,1737,N20,nominal,2.0NRT,303.13,7.93,D
18.70299,-70.81112,339.62,0.46,0.47,2026-08-29,1737,N20,nominal,2.0NRT,297.81,16.8,D
18.57112,-71.57492,339.38,0.52,0.5,2026-08-29,1737,N20,nominal,2.0NRT,298.91,5.76,D
18.72732,-71.1143,334.88,0.48,0.48,2026-08-29,1737,N20,nominal,2.0NRT,304.4,4.5,D
18.75008,-71.1374,334.98,0.48,0.48,2026-08-29,1737,N20,nominal,2.0NRT,303.66,3.69,D
18.75445,-71.13826,344.24,0.48,0.48,2026-08-29,1737,N20,nominal,2.0NRT,304.88,6.45,D
18.7637,-71.49084,331.32,0.51,0.49,2026-08-29,1737,N20,nominal,2.0NRT,298.5,2.19,D
18.82043,-71.68651,333.18,0.52,0.5,2026-08-29,1737,N20,nominal,2.0NRT,297.93,5.25,D
19.43731,-70.92097,340.73,0.45,0.47,2026-08-29,1737,N20,nominal,2.0NRT,300.71,6.01,D
19.67742,-71.47263,330.72,0.49,0.48,2026-08-29,1737,N20,low,2.0NRT,302.84,1.58,D
19.6826,-71.63687,334.37,0.5,0.49,2026-08-29,1737,N20,nominal,2.0NRT,301.37,3.32,D
19.68131,-71.63596,333.43,0.5,0.49,2026-08-29,1737,N20,nominal,2.0NRT,300.72,1.92,D
19.70415,-71.66033,336.19,0.5,0.49,2026-08-29,1737,N20,nominal,2.0NRT,302.46,4.27,D
19.80149,-71.58485,340.51,0.49,0.49,2026-08-29,1737,N20,nominal,2.0NRT,299.92,3.68,D
19.80045,-71.58711,340.26,0.49,0.49,2026-08-29,1737,N20,nominal,2.0NRT,299.18,3.44,D
20.26054,-74.50368,332.48,0.37,0.58,2026-08-29,1739,N20,nominal,2.0NRT,291.17,2.62,D
20.40014,-75.11026,367,0.4,0.6,2026-08-29,1739,N20,high,2.0NRT,294.55,15.48,D
20.40139,-75.10954,367,0.4,0.6,2026-08-29,1739,N20,high,2.0NRT,291.84,8.94,D
20.40043,-75.1139,329.11,0.4,0.6,2026-08-29,1739,N20,nominal,2.0NRT,292.63,8.94,D
20.47829,-74.96475,334.43,0.39,0.6,2026-08-29,1739,N20,nominal,2.0NRT,292.6,6.75,D
20.56418,-75.01954,337.44,0.39,0.6,2026-08-29,1739,N20,nominal,2.0NRT,295.12,3.38,D
21.20428,-76.37276,329.41,0.47,0.64,2026-08-29,1739,N20,nominal,2.0NRT,293.83,3.14,D
21.95825,-78.19975,355.93,0.59,0.7,2026-08-29,1739,N20,nominal,2.0NRT,291.79,15.21,D
21.95695,-78.20525,356.04,0.59,0.7,2026-08-29,1739,N20,nominal,2.0NRT,292.96,15.21,D
21.95441,-78.19814,338,0.59,0.7,2026-08-29,1739,N20,nominal,2.0NRT,291.17,14.56,D
21.95306,-78.20362,355.36,0.59,0.7,2026-08-29,1739,N20,nominal,2.0NRT,293.51,14.56,D
22.02637,-78.259,328.52,0.59,0.7,2026-08-29,1739,N20,nominal,2.0NRT,291.47,4.9,D
36.68589,-78.53843,333.24,0.56,0.51,2026-08-29,1743,N20,nominal,2.0NRT,272.29,9.48,D
36.24393,-83.69744,338.6,0.54,0.68,2026-08-29,1741,N20,nominal,2.0NRT,292.28,3.9,D
36.24996,-83.69955,333.44,0.54,0.68,2026-08-29,1741,N20,nominal,2.0NRT,290.59,3.9,D
36.25063,-83.6954,331.07,0.54,0.68,2026-08-29,1741,N20,nominal,2.0NRT,292.66,6.69,D
35.85384,-85.09897,327.12,0.66,0.73,2026-08-29,1741,N20,nominal,2.0NRT,294.62,11.19,D
35.85173,-85.10589,352.18,0.66,0.73,2026-08-29,1741,N20,nominal,2.0NRT,296.04,13.74,D
37.62121,-81.62639,327.1,0.39,0.59,2026-08-29,1741,N20,nominal,2.0NRT,293.63,1.76,D
38.35287,-78.82214,332.42,0.53,0.5,2026-08-29,1741,N20,nominal,2.0NRT,290.73,2.76,D
38.53542,-78.75062,329.43,0.52,0.5,2026-08-29,1741,N20,nominal,2.0NRT,293.72,2.25,D
38.56732,-78.81857,326.27,0.52,0.5,2026-08-29,1741,N20,nominal,2.0NRT,294.37,2.72,D
38.56594,-78.82439,326.67,0.52,0.5,2026-08-29,1741,N20,nominal,2.0NRT,294.37,2.72,D
38.6,-78.84319,331.6,0.52,0.5,2026-08-29,1741,N20,nominal,2.0NRT,294.37,2.27,D
39.84407,-76.30453,328.36,0.55,0.43,2026-08-29,1741,N20,nominal,2.0NRT,298.56,3.07,D
39.93249,-76.82368,327.53,0.39,0.44,2026-08-29,1741,N20,low,2.0NRT,300.49,3.1,D
40.48028,-74.32175,330.74,0.45,0.39,2026-08-29,1741,N20,nominal,2.0NRT,303.73,2.4,D
40.80899,-73.0937,347.14,0.41,0.37,2026-08-29,1741,N20,nominal,2.0NRT,301.1,3.59,D
40.70786,-73.77276,348.89,0.43,0.38,2026-08-29,1741,N20,nominal,2.0NRT,305.64,3.58,D
40.70728,-73.89413,332.15,0.43,0.38,2026-08-29,1741,N20,low,2.0NRT,304.91,2.02,D
40.22893,-76.74219,325.21,0.57,0.43,2026-08-29,1741,N20,low,2.0NRT,299.21,3.3,D
39.92888,-78.39991,325.19,0.46,0.47,2026-08-29,1741,N20,nominal,2.0NRT,293.75,0.93,D
39.11292,-82.98621,325.96,0.41,0.61,2026-08-29,1741,N20,low,2.0NRT,299.26,4.41,D
41.56141,-72.0452,327.77,0.39,0.36,2026-08-29,1741,N20,low,2.0NRT,299.69,2,D
38.83581,-84.23839,333.2,0.49,0.65,2026-08-29,1741,N20,nominal,2.0NRT,296.57,3.59,D
41.53804,-72.89739,351.45,0.4,0.37,2026-08-29,1741,N20,nominal,2.0NRT,306.78,7.41,D
40.39237,-79.8505,333.55,0.53,0.5,2026-08-29,1741,N20,low,2.0NRT,305.94,6.31,D
41.86984,-72.56425,354.04,0.39,0.37,2026-08-29,1741,N20,nominal,2.0NRT,303.97,7.32,D
41.86906,-72.56893,327.43,0.39,0.37,2026-08-29,1741,N20,low,2.0NRT,299.07,7.32,D
41.87063,-72.55956,356.13,0.39,0.37,2026-08-29,1741,N20,low,2.0NRT,302,6.18,D
41.87471,-72.55587,329.62,0.39,0.37,2026-08-29,1741,N20,nominal,2.0NRT,297.43,21.53,D
41.87643,-72.56623,340.31,0.39,0.37,2026-08-29,1741,N20,nominal,2.0NRT,300.95,20.19,D
40.89211,-77.71106,332.01,0.41,0.45,2026-08-29,1741,N20,low,2.0NRT,302.67,3.93,D
41.88208,-72.55318,336.19,0.39,0.37,2026-08-29,1741,N20,nominal,2.0NRT,298.41,3.36,D
41.88051,-72.56254,355.38,0.39,0.37,2026-08-29,1741,N20,nominal,2.0NRT,303.72,12.14,D
41.87973,-72.56723,340.69,0.39,0.37,2026-08-29,1741,N20,nominal,2.0NRT,300.75,5.69,D
41.88537,-72.55418,345.37,0.39,0.37,2026-08-29,1741,N20,nominal,2.0NRT,297.96,3.36,D
41.88459,-72.55885,351.93,0.39,0.37,2026-08-29,1741,N20,nominal,2.0NRT,300.34,12.14,D
41.88867,-72.54838,344.52,0.39,0.37,2026-08-29,1741,N20,nominal,2.0NRT,301.51,5.59,D
41.88946,-72.5437,356.38,0.39,0.37,2026-08-29,1741,N20,low,2.0NRT,303.07,7.29,D
41.89276,-72.54469,347.59,0.39,0.37,2026-08-29,1741,N20,nominal,2.0NRT,301.69,7.29,D
41.89197,-72.54937,355.61,0.39,0.37,2026-08-29,1741,N20,low,2.0NRT,304.49,5.59,D
41.89526,-72.55036,346.77,0.39,0.37,2026-08-29,1741,N20,nominal,2.0NRT,300.88,3.23,D
40.89223,-77.70905,337.92,0.41,0.45,2026-08-29,1741,N20,nominal,2.0NRT,301.74,5.08,D
40.39191,-79.85193,335.91,0.53,0.5,2026-08-29,1741,N20,nominal,2.0NRT,306.8,4.49,D
40.39638,-79.8536,334.84,0.53,0.5,2026-08-29,1741,N20,nominal,2.0NRT,302.94,6.98,D
40.31142,-80.60476,345.65,0.58,0.52,2026-08-29,1741,N20,nominal,2.0NRT,305.99,16.14,D
40.3119,-80.60509,345.01,0.58,0.52,2026-08-29,1741,N20,nominal,2.0NRT,306.72,10.58,D
42.17164,-72.0208,341.21,0.39,0.36,2026-08-29,1741,N20,nominal,2.0NRT,299.48,1.65,D
41.59751,-76.01761,327.24,0.5,0.41,2026-08-29,1741,N20,nominal,2.0NRT,293.99,3.14,D
42.45121,-73.23609,332.49,0.4,0.37,2026-08-29,1741,N20,nominal,2.0NRT,300.03,1.5,D
42.78572,-71.60049,334.5,0.38,0.36,2026-08-29,1741,N20,nominal,2.0NRT,295.99,1.68,D
41.51681,-80.95654,330.69,0.56,0.52,2026-08-29,1743,N20,nominal,2.0NRT,297.34,4.52,D
